product_id,product_name,category_name,subcategory_name,brand,unit_type,package_size,base_price,launch_date
P0244,Можно есть готовые блюда 9,Готовая еда,Готовые блюда,Можно есть,pcs,330,190.26,2023-01-01
P0245,Обед рядом готовые блюда 10,Готовая еда,Готовые блюда,Обед рядом,pcs,500,231.24,2023-01-01
P0246,Можно есть готовые блюда 11,Готовая еда,Готовые блюда,Можно есть,pcs,330,327.24,2023-01-01
P0247,Можно есть готовые блюда 12,Готовая еда,Готовые блюда,Можно есть,pcs,330,326.51,2023-01-01
P0248,Можно есть готовые блюда 13,Готовая еда,Готовые блюда,Можно есть,pcs,1000,178.72,2023-01-01
P0249,Можно есть готовые блюда 14,Готовая еда,Готовые блюда,Можно есть,pcs,450,316.23,2023-01-01
P0250,Можно есть готовые блюда 15,Готовая еда,Готовые блюда,Можно есть,pcs,750,289.94,2023-01-01
P0251,Обед рядом готовые блюда 16,Готовая еда,Готовые блюда,Обед рядом,pcs,330,326.61,2023-01-01
P0252,Обед рядом готовые блюда 17,Готовая еда,Готовые блюда,Обед рядом,pcs,450,242.67,2023-01-01
P0253,Обед рядом готовые блюда 18,Готовая еда,Готовые блюда,Обед рядом,pcs,1000,280.99,2023-01-01
P0254,Можно есть готовые блюда 19,Готовая еда,Готовые блюда,Можно есть,pcs,1000,253.66,2023-01-01
P0255,Можно есть готовые блюда 20,Готовая еда,Готовые блюда,Можно есть,pcs,450,179.02,2023-01-01
P0256,Обед рядом готовые блюда 21,Готовая еда,Готовые блюда,Обед рядом,pcs,500,167.16,2023-01-01
P0257,Обед рядом готовые блюда 22,Готовая еда,Готовые блюда,Обед рядом,pcs,750,210.94,2023-01-01
P0258,Обед рядом готовые блюда 23,Готовая еда,Готовые блюда,Обед рядом,pcs,450,317.44,2023-01-01
P0259,Можно есть готовые блюда 24,Готовая еда,Готовые блюда,Можно есть,pcs,500,288.91,2023-01-01
P0260,Обед рядом готовые блюда 25,Готовая еда,Готовые блюда,Обед рядом,pcs,250,234.54,2023-01-01
P0261,Обед рядом готовые блюда 26,Готовая еда,Готовые блюда,Обед рядом,pcs,330,199.1,2023-01-01
P0262,Обед рядом готовые блюда 27,Готовая еда,Готовые блюда,Обед рядом,pcs,250,257.1,2023-01-01
P0263,Можно есть готовые блюда 28,Готовая еда,Готовые блюда,Можно есть,pcs,1000,172.19,2023-01-01
P0264,Обед рядом готовые блюда 29,Готовая еда,Готовые блюда,Обед рядом,pcs,330,310.94,2023-01-01
P0265,Можно есть готовые блюда 30,Готовая еда,Готовые блюда,Можно есть,pcs,450,147.98,2023-01-01
P0266,Дом+ уход за домом 1,Бытовая химия,Уход за домом,Дом+,pcs,750,115.53,2023-01-01
P0267,Дом+ уход за домом 2,Бытовая химия,Уход за домом,Дом+,pcs,450,240.43,2023-01-01
P0268,Чисто уход за домом 3,Бытовая химия,Уход за домом,Чисто,pcs,500,225.03,2023-01-01
P0269,Чисто уход за домом 4,Бытовая химия,Уход за домом,Чисто,pcs,250,225.31,2023-01-01
P0270,Дом+ уход за домом 5,Бытовая химия,Уход за домом,Дом+,pcs,750,336.71,2023-01-01
P0271,Чисто уход за домом 6,Бытовая химия,Уход за домом,Чисто,pcs,500,354.61,2023-01-01
P0272,Дом+ уход за домом 7,Бытовая химия,Уход за домом,Дом+,pcs,330,346.1,2023-01-01
P0273,Дом+ уход за домом 8,Бытовая химия,Уход за домом,Дом+,pcs,450,117.26,2023-01-01
P0274,Чисто уход за домом 9,Бытовая химия,Уход за домом,Чисто,pcs,450,134.6,2023-01-01
P0275,Чисто уход за домом 10,Бытовая химия,Уход за домом,Чисто,pcs,450,126.55,2023-01-01
P0276,Дом+ уход за домом 11,Бытовая химия,Уход за домом,Дом+,pcs,250,245.47,2023-01-01
P0277,Чисто уход за домом 12,Бытовая химия,Уход за домом,Чисто,pcs,330,371.16,2023-01-01
P0278,Дом+ уход за домом 13,Бытовая химия,Уход за домом,Дом+,pcs,1000,337.09,2023-01-01
P0279,Дом+ уход за домом 14,Бытовая химия,Уход за домом,Дом+,pcs,500,311.97,2023-01-01
P0280,Дом+ уход за домом 15,Бытовая химия,Уход за домом,Дом+,pcs,750,343.48,2023-01-01
P0281,Чисто уход за домом 16,Бытовая химия,Уход за домом,Чисто,pcs,1000,351.49,2023-01-01
P0282,Чисто уход за домом 17,Бытовая химия,Уход за домом,Чисто,pcs,330,289.82,2023-01-01
P0283,Дом+ уход за домом 18,Бытовая химия,Уход за домом,Дом+,pcs,450,111.11,2023-01-01
P0284,Дом+ уход за домом 19,Бытовая химия,Уход за домом,Дом+,pcs,1000,332.57,2023-01-01
P0285,Чисто уход за домом 20,Бытовая химия,Уход за домом,Чисто,pcs,250,157.53,2023-01-01
P0286,Дом+ уход за домом 21,Бытовая химия,Уход за домом,Дом+,pcs,330,156.33,2023-01-01
P0287,Чисто уход за домом 22,Бытовая химия,Уход за домом,Чисто,pcs,1000,245.44,2023-01-01
P0288,Дом+ уход за домом 23,Бытовая химия,Уход за домом,Дом+,pcs,500,266.36,2023-01-01
P0289,Чисто уход за домом 24,Бытовая химия,Уход за домом,Чисто,pcs,250,110.61,2023-01-01
P0290,Дом+ уход за домом 25,Бытовая химия,Уход за домом,Дом+,pcs,750,285.57,2023-01-01
P0291,У кассы импульсные покупки 1,Прикассовые товары,Импульсные покупки,У кассы,pcs,1000,130.63,2023-01-01
P0292,У кассы импульсные покупки 2,Прикассовые товары,Импульсные покупки,У кассы,pcs,330,85.39,2023-01-01
P0293,У кассы импульсные покупки 3,Прикассовые товары,Импульсные покупки,У кассы,pcs,450,82.14,2023-01-01
P0294,Mini импульсные покупки 4,Прикассовые товары,Импульсные покупки,Mini,pcs,750,48.06,2023-01-01
P0295,У кассы импульсные покупки 5,Прикассовые товары,Импульсные покупки,У кассы,pcs,250,85.46,2023-01-01
P0296,У кассы импульсные покупки 6,Прикассовые товары,Импульсные покупки,У кассы,pcs,330,114.56,2023-01-01
P0297,Mini импульсные покупки 7,Прикассовые товары,Импульсные покупки,Mini,pcs,1000,90.42,2023-01-01
P0298,Quick импульсные покупки 8,Прикассовые товары,Импульсные покупки,Quick,pcs,500,69.46,2023-01-01
P0299,Quick импульсные покупки 9,Прикассовые товары,Импульсные покупки,Quick,pcs,450,150.08,2023-01-01
P0300,У кассы импульсные покупки 10,Прикассовые товары,Импульсные покупки,У кассы,pcs,330,58.53,2023-01-01
P0301,Quick импульсные покупки 11,Прикассовые товары,Импульсные покупки,Quick,pcs,330,107.38,2023-01-01
P0302,У кассы импульсные покупки 12,Прикассовые товары,Импульсные покупки,У кассы,pcs,750,112.06,2023-01-01
P0303,Mini импульсные покупки 13,Прикассовые товары,Импульсные покупки,Mini,pcs,250,124.99,2023-01-01
P0304,Quick импульсные покупки 14,Прикассовые товары,Импульсные покупки,Quick,pcs,330,53.87,2023-01-01
P0305,Mini импульсные покупки 15,Прикассовые товары,Импульсные покупки,Mini,pcs,250,115.73,2023-01-01
P0306,Quick импульсные покупки 16,Прикассовые товары,Импульсные покупки,Quick,pcs,450,103.61,2023-01-01
P0307,Mini импульсные покупки 17,Прикассовые товары,Импульсные покупки,Mini,pcs,250,152.27,2023-01-01
P0308,У кассы импульсные покупки 18,Прикассовые товары,Импульсные покупки,У кассы,pcs,250,107.37,2023-01-01
P0309,У кассы импульсные покупки 19,Прикассовые товары,Импульсные покупки,У кассы,pcs,450,71.18,2023-01-01
P0310,Quick импульсные покупки 20,Прикассовые товары,Импульсные покупки,Quick,pcs,1000,119.19,2023-01-01
P0311,Quick импульсные покупки 21,Прикассовые товары,Импульсные покупки,Quick,pcs,1000,104.21,2023-01-01
P0312,У кассы импульсные покупки 22,Прикассовые товары,Импульсные покупки,У кассы,pcs,1000,139.38,2023-01-01
P0313,У кассы импульсные покупки 23,Прикассовые товары,Импульсные покупки,У кассы,pcs,750,102.54,2023-01-01
P0314,Mini импульсные покупки 24,Прикассовые товары,Импульсные покупки,Mini,pcs,1000,153.81,2023-01-01
P0315,Mini импульсные покупки 25,Прикассовые товары,Импульсные покупки,Mini,pcs,450,75.31,2023-01-01
P0316,У кассы импульсные покупки 26,Прикассовые товары,Импульсные покупки,У кассы,pcs,750,118.27,2023-01-01
P0317,У кассы импульсные покупки 27,Прикассовые товары,Импульсные покупки,У кассы,pcs,250,61.26,2023-01-01
P0318,Mini импульсные покупки 28,Прикассовые товары,Импульсные покупки,Mini,pcs,250,76.6,2023-01-01
P0319,У кассы импульсные покупки 29,Прикассовые товары,Импульсные покупки,У кассы,pcs,1000,51.43,2023-01-01
P0320,Quick импульсные покупки 30,Прикассовые товары,Импульсные покупки,Quick,pcs,250,133.48,2023-01-01
